Entity,Code,Year,Oil Consumption - TWh
Argentina,ARG,1978,297.26914694444446
Argentina,ARG,1979,319.8497486111111
Argentina,ARG,1980,296.9779736111111
Argentina,ARG,1981,278.5659058333333
Argentina,ARG,1982,265.0183488888889
Argentina,ARG,1983,268.7532136111111
Argentina,ARG,1984,255.6005861111111
Argentina,ARG,1985,237.5202363888889
Argentina,ARG,1986,249.71896305555555
Argentina,ARG,1987,266.5530766666667
Argentina,ARG,1988,268.3337413888889
Argentina,ARG,1989,246.3207436111111
Argentina,ARG,1990,229.9596961111111
Argentina,ARG,1991,240.25671166666663
Argentina,ARG,1992,252.69298166666667
Argentina,ARG,1993,247.75331083333333
Argentina,ARG,1994,261.4820683333333
Argentina,ARG,1995,259.5302825
Argentina,ARG,1996,259.7977241666667
Argentina,ARG,1997,275.2863658333333
Argentina,ARG,1998,283.2721097222222
Argentina,ARG,1999,286.95976055555553
Argentina,ARG,2000,264.89783944444446
Argentina,ARG,2001,245.2950138888889
Argentina,ARG,2002,232.81517444444447
Argentina,ARG,2003,237.4220572222222
Argentina,ARG,2004,254.6864461111111
Argentina,ARG,2005,266.7581122222222
Argentina,ARG,2006,281.3517575
Argentina,ARG,2007,313.74554277777776
Argentina,ARG,2008,317.0516533333333
Argentina,ARG,2009,303.05770527777776
Argentina,ARG,2010,328.1579833333333
Argentina,ARG,2011,340.0057697222222
Argentina,ARG,2012,361.2563983333333
Argentina,ARG,2013,383.7835186111111
Argentina,ARG,2014,379.91561777777775
Argentina,ARG,2015,387.3086522222222
Argentina,ARG,2016,375.29423333333335
Argentina,ARG,2017,370.8971902777778
Argentina,ARG,2018,353.2107044444444
Argentina,ARG,2019,318.8111663888889
Argentina,ARG,2020,287.4443577777778
Asia Pacific,,1965,1920.1872613888888
Asia Pacific,,1966,2190.4419666666668
Asia Pacific,,1967,2552.274572222222
Asia Pacific,,1968,2918.12605
Asia Pacific,,1969,3389.4172055555555
Asia Pacific,,1970,3940.350597222222
Asia Pacific,,1971,4381.1474194444445
Asia Pacific,,1972,4717.656913888889
Asia Pacific,,1973,5366.534088888889
Asia Pacific,,1974,5331.726044444445
Asia Pacific,,1975,5306.770397222222
Asia Pacific,,1976,5643.635994444445
Asia Pacific,,1977,5932.813136111111
Asia Pacific,,1978,6301.567852777778
Asia Pacific,,1979,6463.623305555555
Asia Pacific,,1980,6127.366588888889
Asia Pacific,,1981,5959.108447222222
Asia Pacific,,1982,5798.668977777777
Asia Pacific,,1983,5855.894347222223
Asia Pacific,,1984,6066.531416666667
Asia Pacific,,1985,6021.54825
Asia Pacific,,1986,6246.32025
Asia Pacific,,1987,6451.111333333333
Asia Pacific,,1988,7008.652502777777
Asia Pacific,,1989,7443.342813888888
Asia Pacific,,1990,7890.290891666666
Asia Pacific,,1991,8225.419575
Asia Pacific,,1992,8783.481202777777
Asia Pacific,,1993,9163.349566666668
Asia Pacific,,1994,9701.833538888888
Asia Pacific,,1995,10384.905997222222
Asia Pacific,,1996,10894.618527777777
Asia Pacific,,1997,11417.957430555556
Asia Pacific,,1998,11128.71208611111
Asia Pacific,,1999,11641.613663888887
Asia Pacific,,2000,11953.455061111112
Asia Pacific,,2001,12038.129183333333
Asia Pacific,,2002,12393.476669444444
Asia Pacific,,2003,12892.263663888887
Asia Pacific,,2004,13669.89951388889
Asia Pacific,,2005,13710.207827777776
Asia Pacific,,2006,14018.024797222222
Asia Pacific,,2007,14482.852108333333
Asia Pacific,,2008,14439.652811111113
Asia Pacific,,2009,14547.38245
Asia Pacific,,2010,15502.931177777777
Asia Pacific,,2011,15961.12981111111
Asia Pacific,,2012,16649.646247222223
Asia Pacific,,2013,16912.292080555555
Asia Pacific,,2014,17143.89533611111
Asia Pacific,,2015,17916.636108333332
Asia Pacific,,2016,18587.432608333333
Asia Pacific,,2017,19140.89748333333
Asia Pacific,,2018,19452.122413888887
Asia Pacific,,2019,19630.960313888885
Asia Pacific,,2020,18522.626938888887
Australia,AUS,1965,200.0193586111111
Australia,AUS,1966,214.04755194444445
Australia,AUS,1967,234.38776666666664
Australia,AUS,1968,255.2849877777778
Australia,AUS,1969,262.4481238888889
Australia,AUS,1970,290.1954216666666
Australia,AUS,1971,305.54456472222216
Australia,AUS,1972,311.03335555555554
Australia,AUS,1973,331.89295416666664
Australia,AUS,1974,351.73516333333333
Australia,AUS,1975,348.1045194444444
Australia,AUS,1976,355.8214852777777
Australia,AUS,1977,372.6007575
Australia,AUS,1978,380.9466936111111
Australia,AUS,1979,385.9148036111111
Australia,AUS,1980,367.7676125
Australia,AUS,1981,362.4183244444444
Australia,AUS,1982,356.84917277777777
Australia,AUS,1983,320.0834780555556
Australia,AUS,1984,330.97894361111105
Australia,AUS,1985,332.80082666666664
Australia,AUS,1986,328.14704361111114
Australia,AUS,1987,336.669905
Australia,AUS,1988,351.9731063888889
Australia,AUS,1989,366.51619222222223
Australia,AUS,1990,374.8595836111111
Australia,AUS,1991,362.62083027777777
Australia,AUS,1992,370.5469463888889
Australia,AUS,1993,382.05192694444446
Australia,AUS,1994,395.5891716666666
Australia,AUS,1995,427.7775011111111
Australia,AUS,1996,439.0154077777778
Australia,AUS,1997,446.0578491666667
Australia,AUS,1998,445.97024527777774
Australia,AUS,1999,456.15396888888887
Australia,AUS,2000,455.9815808333333
Australia,AUS,2001,457.0853452777778
Australia,AUS,2002,461.97481361111113
Australia,AUS,2003,460.2599161111111
Australia,AUS,2004,471.2957130555556
Australia,AUS,2005,477.4427472222222
Australia,AUS,2006,493.1807397222222
Australia,AUS,2007,501.1971608333333
Australia,AUS,2008,502.4471791666667
Australia,AUS,2009,489.97762222222224
Australia,AUS,2010,495.89571916666665
Australia,AUS,2011,521.5535105555556
Australia,AUS,2012,540.07755
Australia,AUS,2013,556.7232013888888
Australia,AUS,2014,558.0244102777777
Australia,AUS,2015,554.1516116666667
Australia,AUS,2016,556.3233955555555
Australia,AUS,2017,581.6431933333333
Australia,AUS,2018,590.7440261111111
Australia,AUS,2019,585.7035222222222
Australia,AUS,2020,508.2774244444445
Austria,AUT,1965,65.29747472222222
Austria,AUT,1966,71.78885833333334
Austria,AUT,1967,76.54811194444444
Austria,AUT,1968,88.46606722222222
Austria,AUT,1969,97.22599444444444
Austria,AUT,1970,107.04364638888887
Austria,AUT,1971,119.60702611111113
Austria,AUT,1972,129.12287416666666
Austria,AUT,1973,139.9278111111111
Austria,AUT,1974,125.22767888888887
Austria,AUT,1975,126.55925805555556
Austria,AUT,1976,137.41133083333332
Austria,AUT,1977,131.58654055555556
Austria,AUT,1978,141.56969694444444
Austria,AUT,1979,147.40876083333333
Austria,AUT,1980,143.88744888888888
Austria,AUT,1981,130.63088583333334
Austria,AUT,1982,123.9007911111111
Austria,AUT,1983,120.07978444444444
Austria,AUT,1984,116.79846472222222
Austria,AUT,1985,116.98592416666666
Austria,AUT,1986,123.21829916666668
Austria,AUT,1987,126.860345
Austria,AUT,1988,125.97797166666666
Austria,AUT,1989,124.22220555555556
Austria,AUT,1990,128.69968472222223
Austria,AUT,1991,138.90469472222222
Austria,AUT,1992,135.22690055555557
Austria,AUT,1993,136.36340444444443
Austria,AUT,1994,135.23600027777778
Austria,AUT,1995,134.86181805555557
Austria,AUT,1996,139.5362275
Austria,AUT,1997,141.73091305555553
Austria,AUT,1998,147.17671722222224
Austria,AUT,1999,144.65130638888888
Austria,AUT,2000,141.74934861111112
Austria,AUT,2001,153.6855569444444
Austria,AUT,2002,156.81978916666665
Austria,AUT,2003,169.93642305555557
Austria,AUT,2004,165.3283258333333
Austria,AUT,2005,164.6262688888889
Austria,AUT,2006,164.50961166666667
Austria,AUT,2007,154.65794555555553
Austria,AUT,2008,153.2102461111111
Austria,AUT,2009,145.4496586111111
Austria,AUT,2010,151.91781194444445
Austria,AUT,2011,141.77454527777778
Austria,AUT,2012,141.63540916666668
Austria,AUT,2013,146.1486113888889
Austria,AUT,2014,140.15685694444443
Austria,AUT,2015,139.68252944444444
Austria,AUT,2016,144.47369666666663
Austria,AUT,2017,146.34586555555555
Austria,AUT,2018,147.76338249999998
Austria,AUT,2019,153.42334472222225
Austria,AUT,2020,133.29599888888887
Azerbaijan,AZE,1985,97.18554777777778
Azerbaijan,AZE,1986,101.81737083333331
Azerbaijan,AZE,1987,95.82690833333334
Azerbaijan,AZE,1988,98.14325083333333
Azerbaijan,AZE,1989,95.70121555555556
Azerbaijan,AZE,1990,100.39482833333334
Azerbaijan,AZE,1991,96.80112777777777
Azerbaijan,AZE,1992,94.31946944444444
Azerbaijan,AZE,1993,94.0554075
Azerbaijan,AZE,1994,86.1590238888889
Azerbaijan,AZE,1995,77.67719972222223
Azerbaijan,AZE,1996,69.77202249999999
Azerbaijan,AZE,1997,66.40268472222222
Azerbaijan,AZE,1998,69.8734936111111
Azerbaijan,AZE,1999,66.9886925
Azerbaijan,AZE,2000,74.26630527777778
Azerbaijan,AZE,2001,47.270340833333336
Azerbaijan,AZE,2002,43.51946611111111
Azerbaijan,AZE,2003,50.599694166666666
Azerbaijan,AZE,2004,54.57310388888889
Azerbaijan,AZE,2005,63.79851138888889
Azerbaijan,AZE,2006,57.11258
Azerbaijan,AZE,2007,53.85485944444444
Azerbaijan,AZE,2008,43.05569611111111
Azerbaijan,AZE,2009,40.15004611111111
Azerbaijan,AZE,2010,39.63645527777778
Azerbaijan,AZE,2011,48.58157277777778
Azerbaijan,AZE,2012,50.81020805555555
Azerbaijan,AZE,2013,55.30414138888889
Azerbaijan,AZE,2014,54.29415888888889
Azerbaijan,AZE,2015,55.1019025
Azerbaijan,AZE,2016,54.73497833333334
Azerbaijan,AZE,2017,55.22210777777778
Azerbaijan,AZE,2018,57.87641777777778
Azerbaijan,AZE,2019,57.69163611111111
Azerbaijan,AZE,2020,50.572065277777774
Bangladesh,BGD,1971,8.135291666666665
Bangladesh,BGD,1972,9.919017777777778
Bangladesh,BGD,1973,11.208105
Bangladesh,BGD,1974,11.659564444444444
Bangladesh,BGD,1975,13.631795
Bangladesh,BGD,1976,14.748875277777778
Bangladesh,BGD,1977,14.52280611111111
Bangladesh,BGD,1978,15.46012138888889
Bangladesh,BGD,1979,17.112336666666664
Bangladesh,BGD,1980,19.29100277777778
Bangladesh,BGD,1981,19.89294138888889
Bangladesh,BGD,1982,19.621321944444443
Bangladesh,BGD,1983,17.547494722222222
Bangladesh,BGD,1984,17.68205277777778
Bangladesh,BGD,1985,19.738765
Bangladesh,BGD,1986,21.27548722222222
Bangladesh,BGD,1987,20.94548555555556
Bangladesh,BGD,1988,20.984261666666665
Bangladesh,BGD,1989,22.94195333333333
Bangladesh,BGD,1990,22.227822777777774
Bangladesh,BGD,1991,20.62286083333333
Bangladesh,BGD,1992,23.00426277777777
Bangladesh,BGD,1993,25.76916805555556
Bangladesh,BGD,1994,26.856830833333333
Bangladesh,BGD,1995,34.85348583333333
Bangladesh,BGD,1996,35.60648277777778
Bangladesh,BGD,1997,40.8769375
Bangladesh,BGD,1998,45.05575333333333
Bangladesh,BGD,1999,40.18384916666667
Bangladesh,BGD,2000,39.48772388888889
Bangladesh,BGD,2001,47.166734722222216
Bangladesh,BGD,2002,47.36441305555555
Bangladesh,BGD,2003,49.096425
Bangladesh,BGD,2004,46.3294225
Bangladesh,BGD,2005,46.62285555555556
Bangladesh,BGD,2006,47.12296111111111
Bangladesh,BGD,2007,44.559468333333335
Bangladesh,BGD,2008,45.27263166666666
Bangladesh,BGD,2009,42.33151972222223
Bangladesh,BGD,2010,47.1608925
Bangladesh,BGD,2011,60.942407222222215
Bangladesh,BGD,2012,65.03846888888889
Bangladesh,BGD,2013,63.67340166666666
Bangladesh,BGD,2014,71.49221472222222
Bangladesh,BGD,2015,75.66558555555557
Bangladesh,BGD,2016,82.81022416666666
Bangladesh,BGD,2017,92.72551805555555
Bangladesh,BGD,2018,106.03466138888888
Bangladesh,BGD,2019,104.57556083333333
Bangladesh,BGD,2020,92.06734916666667
Belarus,BLR,1985,296.34034972222224
Belarus,BLR,1986,350.1186241666667
Belarus,BLR,1987,346.30624416666666
Belarus,BLR,1988,335.4691491666666
Belarus,BLR,1989,314.12690694444444
Belarus,BLR,1990,290.4779852777778
Belarus,BLR,1991,280.89301500000005
Belarus,BLR,1992,239.29204222222225
Belarus,BLR,1993,170.54677666666666
Belarus,BLR,1994,138.3785575
Belarus,BLR,1995,125.55901722222222
Belarus,BLR,1996,123.469095
Belarus,BLR,1997,107.86030111111111
Belarus,BLR,1998,102.09340694444444
Belarus,BLR,1999,93.60938944444445
Belarus,BLR,2000,91.81580694444445
Belarus,BLR,2001,89.50944555555556
Belarus,BLR,2002,93.03176111111112
Belarus,BLR,2003,94.9713761111111
Belarus,BLR,2004,94.81603166666667
Belarus,BLR,2005,88.34511333333333
Belarus,BLR,2006,103.07584611111112
Belarus,BLR,2007,94.19574361111113
Belarus,BLR,2008,93.40529833333332
Belarus,BLR,2009,107.99215222222222
Belarus,BLR,2010,87.09065194444443
Belarus,BLR,2011,98.94234166666666
Belarus,BLR,2012,121.05637555555556
Belarus,BLR,2013,83.41637472222222
Belarus,BLR,2014,94.5847186111111
Belarus,BLR,2015,80.76852888888888
Belarus,BLR,2016,79.4137413888889
Belarus,BLR,2017,79.24268555555555
Belarus,BLR,2018,87.52056444444445
Belarus,BLR,2019,83.4549711111111
Belarus,BLR,2020,76.56821083333332
Belgium,BEL,1965,188.46475944444444
Belgium,BEL,1966,192.26031694444444
Belgium,BEL,1967,212.0316413888889
Belgium,BEL,1968,246.159215
Belgium,BEL,1969,284.00695916666666
Belgium,BEL,1970,309.8156486111111
Belgium,BEL,1971,317.50644083333333
Belgium,BEL,1972,343.47247444444446
Belgium,BEL,1973,360.6342988888889
Belgium,BEL,1974,317.6840152777778
Belgium,BEL,1975,301.48972999999995
Belgium,BEL,1976,314.4824816666667
Belgium,BEL,1977,309.30973083333333
Belgium,BEL,1978,330.05052166666667
Belgium,BEL,1979,328.0173483333333
Belgium,BEL,1980,303.1726805555556
Belgium,BEL,1981,277.8809538888889
Belgium,BEL,1982,263.1248936111111
Belgium,BEL,1983,238.75550638888888
Belgium,BEL,1984,231.01208111111112
Belgium,BEL,1985,234.47887777777777
Belgium,BEL,1986,264.9442133333333
Belgium,BEL,1987,266.8484002777778
Belgium,BEL,1988,275.2270936111111
Belgium,BEL,1989,270.3055536111111
Belgium,BEL,1990,279.0906455555555
Belgium,BEL,1991,299.2667433333333
Belgium,BEL,1992,305.27349444444445
Belgium,BEL,1993,300.3059691666666
Belgium,BEL,1994,326.4633325
Belgium,BEL,1995,325.2658827777778
Belgium,BEL,1996,352.25375055555554
Belgium,BEL,1997,360.9305908333333
Belgium,BEL,1998,365.94299777777775
Belgium,BEL,1999,353.8124716666667
Belgium,BEL,2000,359.5351636111111
Belgium,BEL,2001,365.0363186111112
Belgium,BEL,2002,366.5633663888889
Belgium,BEL,2003,387.4156583333333
Belgium,BEL,2004,392.1215911111111
Belgium,BEL,2005,389.9864641666666
Belgium,BEL,2006,388.74277222222224
Belgium,BEL,2007,392.6291844444444
Belgium,BEL,2008,411.8414
Belgium,BEL,2009,370.5459694444445
Belgium,BEL,2010,383.9372333333333
Belgium,BEL,2011,359.41571
Belgium,BEL,2012,345.70888749999995
Belgium,BEL,2013,355.9119511111111
Belgium,BEL,2014,349.88617416666665
Belgium,BEL,2015,361.1068422222222
Belgium,BEL,2016,366.6585711111112
Belgium,BEL,2017,372.8986052777778
Belgium,BEL,2018,394.6730961111112
Belgium,BEL,2019,369.4306141666667
Belgium,BEL,2020,258.55340472222224
Brazil,BRA,1965,177.7305761111111
Brazil,BRA,1966,193.79759916666669
Brazil,BRA,1967,199.9917336111111
Brazil,BRA,1968,240.1961561111111
Brazil,BRA,1969,263.5677119444444
Brazil,BRA,1970,298.21822555555553
Brazil,BRA,1971,328.594975
Brazil,BRA,1972,377.9779091666667
Brazil,BRA,1973,465.33158305555554
Brazil,BRA,1974,501.8396036111111
Brazil,BRA,1975,518.0452305555556
Brazil,BRA,1976,560.3449949999999
Brazil,BRA,1977,573.1198577777777
Brazil,BRA,1978,623.4551411111111
Brazil,BRA,1979,655.138935
Brazil,BRA,1980,632.6501077777777
Brazil,BRA,1981,603.6081586111111
Brazil,BRA,1982,611.871233611111
Brazil,BRA,1983,580.8929575000001
Brazil,BRA,1984,587.9967022222222
Brazil,BRA,1985,596.7123994444444
Brazil,BRA,1986,658.9797111111111
Brazil,BRA,1987,678.0477933333334
Brazil,BRA,1988,689.9333452777778
Brazil,BRA,1989,695.1901225
Brazil,BRA,1990,686.5703813888889
Brazil,BRA,1991,694.3108419444445
Brazil,BRA,1992,748.6013680555554
Brazil,BRA,1993,778.7998936111111
Brazil,BRA,1994,831.3718938888888
Brazil,BRA,1995,867.7104591666667
Brazil,BRA,1996,923.0421819444445
Brazil,BRA,1997,992.0483794444444
Brazil,BRA,1998,1034.134276388889
Brazil,BRA,1999,1049.9163644444443
Brazil,BRA,2000,1033.795546111111
Brazil,BRA,2001,1050.7361108333334
Brazil,BRA,2002,1029.5862516666666
Brazil,BRA,2003,999.1245763888888
Brazil,BRA,2004,1032.5286047222223
Brazil,BRA,2005,1054.1651380555554
Brazil,BRA,2006,1074.5054858333333
Brazil,BRA,2007,1117.083727222222
Brazil,BRA,2008,1166.675087777778
Brazil,BRA,2009,1156.1283886111112
Brazil,BRA,2010,1260.907170833333
Brazil,BRA,2011,1340.5387844444444
Brazil,BRA,2012,1382.747723888889
Brazil,BRA,2013,1462.3035841666667
Brazil,BRA,2014,1509.2851902777777
Brazil,BRA,2015,1414.3362113888888
Brazil,BRA,2016,1341.5733524999998
Brazil,BRA,2017,1362.4963297222223
Brazil,BRA,2018,1311.4085602777775
Brazil,BRA,2019,1336.159568611111
Brazil,BRA,2020,1279.6639444444445
Bulgaria,BGR,1965,43.71547222222223
Bulgaria,BGR,1966,49.87410833333333
Bulgaria,BGR,1967,62.72245
Bulgaria,BGR,1968,74.33810833333334
Bulgaria,BGR,1969,91.27878888888888
Bulgaria,BGR,1970,106.03924305555554
Bulgaria,BGR,1971,116.6291225
Bulgaria,BGR,1972,121.28457611111112
Bulgaria,BGR,1973,127.88814111111112
Bulgaria,BGR,1974,132.98701805555555
Bulgaria,BGR,1975,140.96090694444445
Bulgaria,BGR,1976,146.48643388888888
Bulgaria,BGR,1977,152.2866925
Bulgaria,BGR,1978,156.7978508333333
Bulgaria,BGR,1979,161.5599297222222
Bulgaria,BGR,1980,165.02052083333334
Bulgaria,BGR,1981,147.08584861111112
Bulgaria,BGR,1982,142.531875
Bulgaria,BGR,1983,137.6460297222222
Bulgaria,BGR,1984,132.17893722222223
Bulgaria,BGR,1985,122.13932527777776
Bulgaria,BGR,1986,128.74697833333332
Bulgaria,BGR,1987,123.71195444444444
Bulgaria,BGR,1988,131.3458672222222
Bulgaria,BGR,1989,128.12545944444443
Bulgaria,BGR,1990,118.19600722222222
Bulgaria,BGR,1991,78.56745166666666
Bulgaria,BGR,1992,69.94808583333332
Bulgaria,BGR,1993,75.73182638888889
Bulgaria,BGR,1994,71.71614472222221
Bulgaria,BGR,1995,73.89802361111111
Bulgaria,BGR,1996,67.92952138888889
Bulgaria,BGR,1997,53.76892888888889
Bulgaria,BGR,1998,56.63990027777778
Bulgaria,BGR,1999,51.45568972222223
Bulgaria,BGR,2000,50.70954944444444
Bulgaria,BGR,2001,52.42594027777778
Bulgaria,BGR,2002,54.15768083333333
Bulgaria,BGR,2003,57.868312777777774
Bulgaria,BGR,2004,56.34045555555556
Bulgaria,BGR,2005,61.63853833333334
Bulgaria,BGR,2006,62.32489138888889
Bulgaria,BGR,2007,61.39798972222222
Bulgaria,BGR,2008,59.03331083333333
Bulgaria,BGR,2009,53.186435
Bulgaria,BGR,2010,47.4779
Bulgaria,BGR,2011,45.32283666666667
Bulgaria,BGR,2012,46.95822166666667
Bulgaria,BGR,2013,43.40617805555555
Bulgaria,BGR,2014,46.91892861111111
Bulgaria,BGR,2015,52.69455638888888
Bulgaria,BGR,2016,53.16498694444444
Bulgaria,BGR,2017,55.64217083333333
Bulgaria,BGR,2018,55.46198361111111
Bulgaria,BGR,2019,57.91348111111111
Bulgaria,BGR,2020,52.5147075
CIS,,1965,1994.849561388889
CIS,,1966,2136.2474044444443
CIS,,1967,2327.543618333333
CIS,,1968,2481.1160688888885
CIS,,1969,2638.3789775
CIS,,1970,2904.4414888888887
CIS,,1971,3079.169986111111
CIS,,1972,3339.661058333333
CIS,,1973,3590.3983916666666
CIS,,1974,3944.170625
CIS,,1975,4134.59635
CIS,,1976,4248.620616666666
CIS,,1977,4418.749655555555
CIS,,1978,4689.105408333333
CIS,,1979,4771.343569444444
CIS,,1980,5001.701730555556
CIS,,1981,5045.310858333333
CIS,,1982,5008.478458333333
CIS,,1983,4935.318277777778
CIS,,1984,4936.029605555556
CIS,,1985,3946.8823972222217
CIS,,1986,3997.445147222222
CIS,,1987,3995.061027777778
CIS,,1988,3995.12285
CIS,,1989,4015.7854055555554
CIS,,1990,3982.308863888889
CIS,,1991,3854.225069444444
CIS,,1992,3609.884038888888
CIS,,1993,2966.679586111112
CIS,,1994,2569.0610538888886
CIS,,1995,2268.682967222222
CIS,,1996,1992.1800569444445
CIS,,1997,1964.9437425
CIS,,1998,1884.190413055556
CIS,,1999,1890.388002777778
CIS,,2000,1872.497875
CIS,,2001,1885.2422075
CIS,,2002,1840.377580277778
CIS,,2003,1918.2619663888888
CIS,,2004,1901.818145
CIS,,2005,1905.5254158333328
CIS,,2006,1996.4557738888889
CIS,,2007,1998.7543875
CIS,,2008,2038.2735577777776
CIS,,2009,1953.1958319444443
CIS,,2010,2001.278742222222
CIS,,2011,2162.6868841666665
CIS,,2012,2232.606395
CIS,,2013,2219.573478888889
CIS,,2014,2315.6826997222224
CIS,,2015,2265.6618302777774
CIS,,2016,2294.859868333333
CIS,,2017,2310.814475277778
CIS,,2018,2375.6254991666665
CIS,,2019,2401.1979125000003
CIS,,2020,2275.980313333333
Canada,CAN,1965,642.8179638888889
Canada,CAN,1966,677.2622227777778
Canada,CAN,1967,723.1061872222222
Canada,CAN,1968,769.7930952777778
Canada,CAN,1969,801.5453122222222
Canada,CAN,1970,854.8002547222222
Canada,CAN,1971,877.8503927777778
Canada,CAN,1972,924.3328688888888
Canada,CAN,1973,1009.6328244444444
Canada,CAN,1974,1027.001931666667
Canada,CAN,1975,1013.221809722222
Canada,CAN,1976,1037.8885408333333
Canada,CAN,1977,1046.0139827777778
Canada,CAN,1978,1079.6921036111112
Canada,CAN,1979,1121.584841111111
Canada,CAN,1980,1101.603185
Canada,CAN,1981,1043.3728833333332
Canada,CAN,1982,947.2693988888888
Canada,CAN,1983,890.69571
Canada,CAN,1984,899.1064566666666
Canada,CAN,1985,903.023493611111
Canada,CAN,1986,923.0650694444444
Canada,CAN,1987,952.6294475
Canada,CAN,1988,1002.7982772222224
Canada,CAN,1989,1041.870816388889
Canada,CAN,1990,962.8080719444444
Canada,CAN,1991,912.6727341666666
Canada,CAN,1992,936.4967316666666
Canada,CAN,1993,948.5795391666666
Canada,CAN,1994,968.858021111111
Canada,CAN,1995,1016.6470777777778
Canada,CAN,1996,1041.7711958333334
Canada,CAN,1997,1073.6845047222223
