Entity,Code,Year,Coal Consumption - TWh
Argentina,ARG,1998,8.237409444444443
Argentina,ARG,1999,9.885469444444444
Argentina,ARG,2000,7.512647222222222
Argentina,ARG,2001,6.156852222222222
Argentina,ARG,2002,4.586296388888889
Argentina,ARG,2003,5.593864722222222
Argentina,ARG,2004,9.519819444444444
Argentina,ARG,2005,10.961645
Argentina,ARG,2006,9.923820555555556
Argentina,ARG,2007,14.36036111111111
Argentina,ARG,2008,17.51606861111111
Argentina,ARG,2009,9.620938055555555
Argentina,ARG,2010,13.47208
Argentina,ARG,2011,14.618645277777777
Argentina,ARG,2012,13.669180555555554
Argentina,ARG,2013,14.939302777777778
Argentina,ARG,2014,15.891716666666666
Argentina,ARG,2015,15.814129166666666
Argentina,ARG,2016,12.188641388888888
Argentina,ARG,2017,12.525288055555556
Argentina,ARG,2018,13.709147777777778
Argentina,ARG,2019,8.1239625
Argentina,ARG,2020,8.860226111111112
Asia Pacific,,1965,2780.731447222222
Asia Pacific,,1966,2931.512194444444
Asia Pacific,,1967,2854.298672222222
Asia Pacific,,1968,2896.733147222222
Asia Pacific,,1969,3250.1878555555554
Asia Pacific,,1970,3631.138588888889
Asia Pacific,,1971,3886.852383333333
Asia Pacific,,1972,4036.5912416666665
Asia Pacific,,1973,4134.176399999999
Asia Pacific,,1974,4234.736277777778
Asia Pacific,,1975,4557.451227777778
Asia Pacific,,1976,4665.680858333334
Asia Pacific,,1977,4975.578105555556
Asia Pacific,,1978,5219.29566111111
Asia Pacific,,1979,5472.163027777778
Asia Pacific,,1980,5784.005813888889
Asia Pacific,,1981,5975.036080555556
Asia Pacific,,1982,6185.451722222222
Asia Pacific,,1983,6548.070175
Asia Pacific,,1984,7115.320049999999
Asia Pacific,,1985,7676.9157444444445
Asia Pacific,,1986,7972.320025
Asia Pacific,,1987,8546.442419444444
Asia Pacific,,1988,9157.763008333332
Asia Pacific,,1989,9570.23628888889
Asia Pacific,,1990,9775.451658333332
Asia Pacific,,1991,10176.3019
Asia Pacific,,1992,10529.560044444444
Asia Pacific,,1993,11082.445644444444
Asia Pacific,,1994,11635.268272222222
Asia Pacific,,1995,11910.25588611111
Asia Pacific,,1996,12432.23821388889
Asia Pacific,,1997,12489.188905555557
Asia Pacific,,1998,12476.945955555557
Asia Pacific,,1999,12857.525530555557
Asia Pacific,,2000,13345.18638611111
Asia Pacific,,2001,13958.590725
Asia Pacific,,2002,15027.164166666667
Asia Pacific,,2003,17165.075944444445
Asia Pacific,,2004,19317.32373333333
Asia Pacific,,2005,21956.02237222222
Asia Pacific,,2006,23642.80388611111
Asia Pacific,,2007,25616.3761
Asia Pacific,,2008,26329.33996944444
Asia Pacific,,2009,27183.127344444445
Asia Pacific,,2010,28428.534166666668
Asia Pacific,,2011,30513.81102777777
Asia Pacific,,2012,31166.561055555558
Asia Pacific,,2013,31996.743583333333
Asia Pacific,,2014,32394.47069444444
Asia Pacific,,2015,32241.419861111117
Asia Pacific,,2016,32193.87452777777
Asia Pacific,,2017,32657.8625
Asia Pacific,,2018,33415.99833333334
Asia Pacific,,2019,33992.20091666667
Asia Pacific,,2020,33603.51708333333
Australia,AUS,1965,202.02777777777777
Australia,AUS,1966,209.38888888888889
Australia,AUS,1967,215.25
Australia,AUS,1968,221.69444444444449
Australia,AUS,1969,229.27777777777777
Australia,AUS,1970,231.69444444444443
Australia,AUS,1971,232.56944444444449
Australia,AUS,1972,242.9305555555556
Australia,AUS,1973,252.9861111111111
Australia,AUS,1974,264.06944444444446
Australia,AUS,1975,272.54166666666663
Australia,AUS,1976,281.7916666666667
Australia,AUS,1977,294.18055555555554
Australia,AUS,1978,301.8611111111111
Australia,AUS,1979,315.5416666666667
Australia,AUS,1980,324.76388888888886
Australia,AUS,1981,333.1388888888889
Australia,AUS,1982,336.68055555555554
Australia,AUS,1983,336.55555555555554
Australia,AUS,1984,355.90277777777777
Australia,AUS,1985,368.13888888888886
Australia,AUS,1986,377.4861111111112
Australia,AUS,1987,393.3611111111111
Australia,AUS,1988,413.76388888888886
Australia,AUS,1989,433.9583333333333
Australia,AUS,1990,444.34722222222223
Australia,AUS,1991,453.2638888888889
Australia,AUS,1992,455.95833333333337
Australia,AUS,1993,458.88888888888886
Australia,AUS,1994,468.2638888888889
Australia,AUS,1995,484.1666666666667
Australia,AUS,1996,503.9583333333333
Australia,AUS,1997,529.4583333333334
Australia,AUS,1998,553.0833333333334
Australia,AUS,1999,587.3693572222222
Australia,AUS,2000,591.5835925
Australia,AUS,2001,585.6118880555556
Australia,AUS,2002,598.7945455555556
Australia,AUS,2003,615.944215
Australia,AUS,2004,641.8300980555555
Australia,AUS,2005,638.1289183333333
Australia,AUS,2006,655.4123627777777
Australia,AUS,2007,649.7283741666666
Australia,AUS,2008,677.2207775
Australia,AUS,2009,654.7894252777777
Australia,AUS,2010,607.3280169444445
Australia,AUS,2011,591.9920502777778
Australia,AUS,2012,554.3980491666666
Australia,AUS,2013,526.1758269444445
Australia,AUS,2014,521.8194986111112
Australia,AUS,2015,540.3506913888889
Australia,AUS,2016,539.9964597222222
Australia,AUS,2017,521.4530416666666
Australia,AUS,2018,508.7676705555555
Australia,AUS,2019,487.2953555555556
Australia,AUS,2020,469.0946055555555
Austria,AUT,1965,59.11489972222222
Austria,AUT,1966,56.467596388888886
Austria,AUT,1967,53.45090194444444
Austria,AUT,1968,52.77368472222221
Austria,AUT,1969,51.93639805555556
Austria,AUT,1970,55.85416666666666
Austria,AUT,1971,51.23361111111111
Austria,AUT,1972,46.45388888888888
Austria,AUT,1973,46.16972222222222
Austria,AUT,1974,48.72277777777778
Austria,AUT,1975,42.340555555555554
Austria,AUT,1976,45.06
Austria,AUT,1977,37.80027777777778
Austria,AUT,1978,38.40222222222222
Austria,AUT,1979,41.68611111111111
Austria,AUT,1980,42.83472222222223
Austria,AUT,1981,43.85
Austria,AUT,1982,41.70555555555556
Austria,AUT,1983,44.65583333333333
Austria,AUT,1984,50.88638888888889
Austria,AUT,1985,50.815000000000005
Austria,AUT,1986,45.3025
Austria,AUT,1987,44.93944444444445
Austria,AUT,1988,43.03388888888889
Austria,AUT,1989,43.22805555555556
Austria,AUT,1990,47.64055555555555
Austria,AUT,1991,49.97222222222222
Austria,AUT,1992,38.88202444444445
Austria,AUT,1993,34.95875027777778
Austria,AUT,1994,35.45444444444444
Austria,AUT,1995,40.33864166666667
Austria,AUT,1996,40.51019166666666
Austria,AUT,1997,42.96853027777778
Austria,AUT,1998,37.83
Austria,AUT,1999,37.56991638888889
Austria,AUT,2000,42.47900527777778
Austria,AUT,2001,43.8811336111111
Austria,AUT,2002,44.57971166666667
Austria,AUT,2003,47.547694444444446
Austria,AUT,2004,46.57630638888889
Austria,AUT,2005,46.438047777777776
Austria,AUT,2006,46.39797055555556
Austria,AUT,2007,44.85959333333333
Austria,AUT,2008,44.31640888888889
Austria,AUT,2009,33.39078416666667
Austria,AUT,2010,39.26067944444444
Austria,AUT,2011,40.31963638888889
Austria,AUT,2012,37.454851111111104
Austria,AUT,2013,38.09631305555556
Austria,AUT,2014,34.895563333333335
Austria,AUT,2015,37.71359305555556
Austria,AUT,2016,34.979595555555555
Austria,AUT,2017,36.56455055555556
Austria,AUT,2018,32.28496388888889
Austria,AUT,2019,33.02799472222222
Austria,AUT,2020,25.91169972222222
Azerbaijan,AZE,1985,1.06996
Azerbaijan,AZE,1986,1.06996
Azerbaijan,AZE,1987,1.06996
Azerbaijan,AZE,1988,1.06996
Azerbaijan,AZE,1989,1.06996
Azerbaijan,AZE,1990,1.03507
Azerbaijan,AZE,1991,0.77921
Azerbaijan,AZE,1992,0.13956
Azerbaijan,AZE,1993,0.03489
Azerbaijan,AZE,1994,0.04652
Azerbaijan,AZE,1995,0.03489
Azerbaijan,AZE,1996,0.03489
Azerbaijan,AZE,1997,0.03489
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.03489
Azerbaijan,AZE,2002,0.02326
Azerbaijan,AZE,2003,0.03489
Azerbaijan,AZE,2004,0.0106944444444444
Azerbaijan,AZE,2005,0.0374486111111111
Azerbaijan,AZE,2006,0.0374486111111111
Azerbaijan,AZE,2007,0.0573333333333333
Azerbaijan,AZE,2008,0.043
Azerbaijan,AZE,2009,0.043
Azerbaijan,AZE,2010,0.0645
Azerbaijan,AZE,2011,0.0573333333333333
Azerbaijan,AZE,2012,0.043
Azerbaijan,AZE,2013,0.0358333333333333
Azerbaijan,AZE,2014,0.0215
Azerbaijan,AZE,2015,0.0358333333333333
Azerbaijan,AZE,2016,0.0143333333333333
Azerbaijan,AZE,2017,0.0143333333333333
Azerbaijan,AZE,2018,0.0071666666666666
Azerbaijan,AZE,2019,0.0071666666666666
Azerbaijan,AZE,2020,0.0071666666666666
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,1.0869863888888889
Bangladesh,BGD,1973,1.41251
Bangladesh,BGD,1974,1.2555630555555557
Bangladesh,BGD,1975,1.4531916666666669
Bangladesh,BGD,1976,1.4357583333333332
Bangladesh,BGD,1977,1.4996999999999998
Bangladesh,BGD,1978,1.4531916666666669
Bangladesh,BGD,1979,1.0811830555555555
Bangladesh,BGD,1980,1.4443297222222222
Bangladesh,BGD,1981,1.4847788888888889
Bangladesh,BGD,1982,1.7986725
Bangladesh,BGD,1983,1.0179855555555557
Bangladesh,BGD,1984,0.4073872222222222
Bangladesh,BGD,1985,0.5696491666666667
Bangladesh,BGD,1986,0.8602944444444445
Bangladesh,BGD,1987,1.3543716666666668
Bangladesh,BGD,1988,1.395065
Bangladesh,BGD,1989,1.4531916666666669
Bangladesh,BGD,1990,3.2725888888888885
Bangladesh,BGD,1991,1.0463044444444445
Bangladesh,BGD,1992,0.9823627777777778
Bangladesh,BGD,1993,0.3662055555555555
Bangladesh,BGD,1994,0.3429569444444444
Bangladesh,BGD,1995,3.731799444444445
Bangladesh,BGD,1996,2.046100833333333
Bangladesh,BGD,1997,3.755059444444445
Bangladesh,BGD,1998,1.0811713888888888
Bangladesh,BGD,1999,0.5347705555555555
Bangladesh,BGD,2000,3.836434722222222
Bangladesh,BGD,2001,4.0689416666666665
Bangladesh,BGD,2002,4.249136666666667
Bangladesh,BGD,2003,4.063126666666666
Bangladesh,BGD,2004,4.0689416666666665
Bangladesh,BGD,2005,8.347994722222221
Bangladesh,BGD,2006,12.683870833333334
Bangladesh,BGD,2007,10.35139722222222
Bangladesh,BGD,2008,10.896065277777778
Bangladesh,BGD,2009,13.61483
Bangladesh,BGD,2010,8.67576611111111
Bangladesh,BGD,2011,12.9155425
Bangladesh,BGD,2012,10.657113888888889
Bangladesh,BGD,2013,14.75407361111111
Bangladesh,BGD,2014,8.853394999999999
Bangladesh,BGD,2015,26.352103055555556
Bangladesh,BGD,2016,19.364846666666665
Bangladesh,BGD,2017,21.726669722222223
Bangladesh,BGD,2018,23.80630638888889
Bangladesh,BGD,2019,38.54491222222222
Bangladesh,BGD,2020,42.93912888888889
Belarus,BLR,1985,25.11238
Belarus,BLR,1986,27.47188583333333
Belarus,BLR,1987,26.71053972222222
Belarus,BLR,1988,28.61634611111111
Belarus,BLR,1989,28.092269166666664
Belarus,BLR,1990,24.710202777777777
Belarus,BLR,1991,23.473154722222223
Belarus,BLR,1992,19.550192777777777
Belarus,BLR,1993,16.79005666666667
Belarus,BLR,1994,11.763756666666666
Belarus,BLR,1995,11.069910833333331
Belarus,BLR,1996,13.434568888888888
Belarus,BLR,1997,14.157129166666666
Belarus,BLR,1998,12.563811666666666
Belarus,BLR,1999,11.656455833333332
Belarus,BLR,2000,11.571725555555556
Belarus,BLR,2001,8.308523888888889
Belarus,BLR,2002,7.837448055555555
Belarus,BLR,2003,7.376771666666666
Belarus,BLR,2004,7.225938055555556
Belarus,BLR,2005,7.979853888888888
Belarus,BLR,2006,7.14469
Belarus,BLR,2007,8.080224166666667
Belarus,BLR,2008,7.532653888888888
Belarus,BLR,2009,7.176777222222222
Belarus,BLR,2010,7.507348888888889
Belarus,BLR,2011,9.018615
Belarus,BLR,2012,9.199353333333333
Belarus,BLR,2013,9.764291111111111
Belarus,BLR,2014,9.686455
Belarus,BLR,2015,8.613829166666667
Belarus,BLR,2016,9.467983055555557
Belarus,BLR,2017,9.79246
Belarus,BLR,2018,14.68869
Belarus,BLR,2019,15.4679
Belarus,BLR,2020,15.409020277777778
Belgium,BEL,1965,222.9371547222222
Belgium,BEL,1966,203.37099416666663
Belgium,BEL,1967,199.59725055555555
Belgium,BEL,1968,206.06417833333333
Belgium,BEL,1969,200.69035138888887
Belgium,BEL,1970,189.13449277777775
Belgium,BEL,1971,156.6169525
Belgium,BEL,1972,149.58344194444444
Belgium,BEL,1973,125.52781777777776
Belgium,BEL,1974,134.26744
Belgium,BEL,1975,100.2789675
Belgium,BEL,1976,104.50377222222222
Belgium,BEL,1977,105.99527027777778
Belgium,BEL,1978,108.54405777777778
Belgium,BEL,1979,120.93531777777775
Belgium,BEL,1980,121.9145063888889
Belgium,BEL,1981,126.29256444444444
Belgium,BEL,1982,126.49051055555556
Belgium,BEL,1983,107.94012611111113
Belgium,BEL,1984,125.1785375
Belgium,BEL,1985,124.8266888888889
Belgium,BEL,1986,106.50946111111112
Belgium,BEL,1987,105.99314388888888
Belgium,BEL,1988,107.1084977777778
Belgium,BEL,1989,112.53452305555554
Belgium,BEL,1990,123.63172638888888
Belgium,BEL,1991,118.26103888888888
Belgium,BEL,1992,105.84024555555555
Belgium,BEL,1993,100.25862472222222
Belgium,BEL,1994,107.76567333333334
Belgium,BEL,1995,102.92939611111112
Belgium,BEL,1996,98.50768166666668
Belgium,BEL,1997,91.96224777777778
Belgium,BEL,1998,91.47681166666666
Belgium,BEL,1999,80.15169222222221
Belgium,BEL,2000,88.68364611111112
Belgium,BEL,2001,84.47443527777777
Belgium,BEL,2002,72.41641638888889
Belgium,BEL,2003,70.049095
Belgium,BEL,2004,65.15431861111111
Belgium,BEL,2005,59.86575055555556
Belgium,BEL,2006,59.07674805555555
Belgium,BEL,2007,53.98672749999999
Belgium,BEL,2008,53.31606027777778
Belgium,BEL,2009,34.34512277777778
Belgium,BEL,2010,43.600497777777775
Belgium,BEL,2011,41.04895722222222
Belgium,BEL,2012,38.66264416666667
Belgium,BEL,2013,40.90759472222222
Belgium,BEL,2014,39.00531027777778
Belgium,BEL,2015,39.22055833333334
Belgium,BEL,2016,37.166781944444445
Belgium,BEL,2017,36.31762888888889
Belgium,BEL,2018,36.10423027777777
Belgium,BEL,2019,36.15772805555555
Belgium,BEL,2020,29.880584444444445
Brazil,BRA,1965,20.17805
Brazil,BRA,1966,21.8644
Brazil,BRA,1967,22.59709
Brazil,BRA,1968,22.23656
Brazil,BRA,1969,24.81842
Brazil,BRA,1970,28.34479555555556
Brazil,BRA,1971,28.532440277777777
Brazil,BRA,1972,30.035911666666664
Brazil,BRA,1973,29.51856055555556
Brazil,BRA,1974,31.312281944444443
Brazil,BRA,1975,37.225247777777774
Brazil,BRA,1976,39.726395
Brazil,BRA,1977,50.38603694444444
Brazil,BRA,1978,57.93501472222222
Brazil,BRA,1979,62.92865972222222
Brazil,BRA,1980,68.64476194444444
Brazil,BRA,1981,67.15785666666666
Brazil,BRA,1982,70.99180361111111
Brazil,BRA,1983,79.83681
Brazil,BRA,1984,98.59130972222222
Brazil,BRA,1985,116.54804305555557
Brazil,BRA,1986,117.99250416666666
Brazil,BRA,1987,123.55479138888887
Brazil,BRA,1988,126.26783388888887
Brazil,BRA,1989,125.29147888888888
Brazil,BRA,1990,111.62079055555556
Brazil,BRA,1991,127.96354194444444
Brazil,BRA,1992,124.18001416666668
Brazil,BRA,1993,127.93626888888888
Brazil,BRA,1994,131.33164944444445
Brazil,BRA,1995,137.7298225
Brazil,BRA,1996,142.11913527777776
Brazil,BRA,1997,142.97126166666666
Brazil,BRA,1998,140.04022083333334
Brazil,BRA,1999,141.80779694444445
Brazil,BRA,2000,151.18148944444442
Brazil,BRA,2001,148.78800444444445
Brazil,BRA,2002,144.01039166666666
Brazil,BRA,2003,149.4187288888889
Brazil,BRA,2004,156.65688694444444
Brazil,BRA,2005,151.0846025
Brazil,BRA,2006,148.97397388888888
Brazil,BRA,2007,157.87172166666664
Brazil,BRA,2008,160.1323555555555
Brazil,BRA,2009,129.20716027777777
Brazil,BRA,2010,168.19764083333334
Brazil,BRA,2011,179.66970055555555
Brazil,BRA,2012,177.79640944444444
Brazil,BRA,2013,191.64349444444443
Brazil,BRA,2014,203.76636972222224
Brazil,BRA,2015,204.97771138888888
Brazil,BRA,2016,185.14636
Brazil,BRA,2017,195.2714155555556
Brazil,BRA,2018,190.93845166666665
Brazil,BRA,2019,180.0343127777778
Brazil,BRA,2020,160.8245163888889
Bulgaria,BGR,1965,69.73348
Bulgaria,BGR,1966,71.90829000000001
Bulgaria,BGR,1967,78.08381999999999
Bulgaria,BGR,1968,84.82922
Bulgaria,BGR,1969,85.28278999999999
Bulgaria,BGR,1970,93.28423
Bulgaria,BGR,1971,92.07471
Bulgaria,BGR,1972,94.9008
Bulgaria,BGR,1973,95.63349
Bulgaria,BGR,1974,94.00529
Bulgaria,BGR,1975,98.55262
Bulgaria,BGR,1976,91.86536999999998
Bulgaria,BGR,1977,91.49321
Bulgaria,BGR,1978,97.55244
Bulgaria,BGR,1979,100.58787
Bulgaria,BGR,1980,105.50736
Bulgaria,BGR,1981,107.13556
Bulgaria,BGR,1982,112.55514
Bulgaria,BGR,1983,112.12483
Bulgaria,BGR,1984,112.29928
Bulgaria,BGR,1985,117.20714
Bulgaria,BGR,1986,120.47517
Bulgaria,BGR,1987,120.3705
Bulgaria,BGR,1988,112.13646
Bulgaria,BGR,1989,114.45083
Bulgaria,BGR,1990,96.05791527777778
Bulgaria,BGR,1991,85.86169638888889
Bulgaria,BGR,1992,90.28905138888888
Bulgaria,BGR,1993,97.20978527777775
Bulgaria,BGR,1994,88.99108527777778
Bulgaria,BGR,1995,89.00214527777777
Bulgaria,BGR,1996,88.62326333333334
Bulgaria,BGR,1997,101.05516333333333
Bulgaria,BGR,1998,96.24862388888889
Bulgaria,BGR,1999,79.25326305555555
Bulgaria,BGR,2000,73.1936725
Bulgaria,BGR,2001,83.42836333333334
Bulgaria,BGR,2002,76.82982694444445
Bulgaria,BGR,2003,86.01832944444445
Bulgaria,BGR,2004,82.19636249999999
Bulgaria,BGR,2005,80.50994277777777
Bulgaria,BGR,2006,81.74977055555556
Bulgaria,BGR,2007,91.96954
Bulgaria,BGR,2008,87.66482333333333
Bulgaria,BGR,2009,73.793385
Bulgaria,BGR,2010,80.04697555555556
Bulgaria,BGR,2011,94.14437305555556
Bulgaria,BGR,2012,80.42796277777778
Bulgaria,BGR,2013,69.12558
Bulgaria,BGR,2014,73.85166305555556
Bulgaria,BGR,2015,76.23652249999999
Bulgaria,BGR,2016,66.22470888888888
Bulgaria,BGR,2017,71.00034749999999
Bulgaria,BGR,2018,63.44715111111111
Bulgaria,BGR,2019,59.07357305555556
Bulgaria,BGR,2020,47.6809625
CIS,,1965,3459.188280555556
CIS,,1966,3585.219047222222
CIS,,1967,3640.720269444444
CIS,,1968,3608.9703694444447
CIS,,1969,3660.707675
CIS,,1970,3630.393691666666
CIS,,1971,3703.805113888889
CIS,,1972,3807.327525
CIS,,1973,3848.095980555556
CIS,,1974,3866.987325
CIS,,1975,3977.058744444445
CIS,,1976,3972.7527666666665
CIS,,1977,4044.114522222222
CIS,,1978,4019.640622222222
CIS,,1979,4048.735513888889
CIS,,1980,3925.4902444444447
CIS,,1981,3900.583883333333
CIS,,1982,3960.327063888889
CIS,,1983,3970.486233333333
CIS,,1984,3933.012208333333
CIS,,1985,2854.358927777778
CIS,,1986,2948.2592472222223
CIS,,1987,2998.8354
CIS,,1988,2977.579097222222
CIS,,1989,2875.7142027777777
CIS,,1990,2673.0435938888886
CIS,,1991,2475.7184761111107
CIS,,1992,2331.766503888889
CIS,,1993,2101.508448055556
CIS,,1994,1880.560605
CIS,,1995,1738.2592605555556
CIS,,1996,1681.7984836111111
CIS,,1997,1533.0638658333332
CIS,,1998,1447.3836897222222
CIS,,1999,1438.2514594444444
CIS,,2000,1467.060343888889
CIS,,2001,1481.8721374999998
CIS,,2002,1493.0891955555555
CIS,,2003,1526.6344816666665
CIS,,2004,1497.0507566666663
CIS,,2005,1440.1247080555556
CIS,,2006,1485.123601666667
CIS,,2007,1480.9399577777776
CIS,,2008,1595.2638944444443
CIS,,2009,1461.0196044444444
CIS,,2010,1469.375233888889
CIS,,2011,1547.9054233333334
CIS,,2012,1622.40338
CIS,,2013,1534.244456111111
CIS,,2014,1496.9598824999998
CIS,,2015,1514.997881666667
CIS,,2016,1480.0050094444446
CIS,,2017,1449.1791569444445
CIS,,2018,1545.3807088888889
CIS,,2019,1512.5656875
CIS,,2020,1437.4975127777775
Canada,CAN,1965,179.98588
Canada,CAN,1966,176.45036
Canada,CAN,1967,174.82216
Canada,CAN,1968,189.92953
Canada,CAN,1969,183.37021
Canada,CAN,1970,196.87264
Canada,CAN,1971,187.1267
Canada,CAN,1972,176.57829
Canada,CAN,1973,181.85831
Canada,CAN,1974,184.77744
Canada,CAN,1975,179.76491
Canada,CAN,1976,212.829
Canada,CAN,1977,271.95592
Canada,CAN,1978,223.62164
Canada,CAN,1979,211.74741
Canada,CAN,1980,257.8913888888889
Canada,CAN,1981,263.3172222222222
Canada,CAN,1982,278.2447222222222
Canada,CAN,1983,291.1152777777777
Canada,CAN,1984,324.2713888888889
Canada,CAN,1985,311.69055555555553
Canada,CAN,1986,288.8830555555556
Canada,CAN,1987,310.4844444444445
Canada,CAN,1988,333.4186111111111
Canada,CAN,1989,332.7183333333333
Canada,CAN,1990,315.6030555555556
Canada,CAN,1991,305.4961111111111
Canada,CAN,1992,311.20916666666665
Canada,CAN,1993,276.3097222222222
Canada,CAN,1994,292.96916666666664
Canada,CAN,1995,306.2336111111111
Canada,CAN,1996,312.52638888888885
Canada,CAN,1997,326.6361111111111
Canada,CAN,1998,349.2158333333333
Canada,CAN,1999,335.6902777777778
Canada,CAN,2000,355.18833333333333
Canada,CAN,2001,369.12305555555554
Canada,CAN,2002,371.2713888888889
Canada,CAN,2003,370.3575
Canada,CAN,2004,349.85416666666663
Canada,CAN,2005,348.345
Canada,CAN,2006,337.43333333333334
Canada,CAN,2007,352.7697222222222
Canada,CAN,2008,335.23027777777776
Canada,CAN,2009,280.0783333333333
Canada,CAN,2010,286.9852777777777
Canada,CAN,2011,258.7261111111111
Canada,CAN,2012,247.41333333333333
Canada,CAN,2013,239.3275197222222
Canada,CAN,2014,228.56544694444443
Canada,CAN,2015,228.92150583333333
Canada,CAN,2016,214.05608666666663
Canada,CAN,2017,217.7772322222222
